plot_name,plot_id,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,cassava mosaic disease incidence 3-month evaluation			|CO_334:0000196,cassava mosaic disease severity 3-month evaluation			|CO_334:0000192,petiole color visual rating 1-9			|CO_334:0000023,plant height measurement in cm			|CO_334:0000018,STE			|CO_334:0000257,apical pubescence visual rating 0-2			|CO_334:0000309,apical pubescence visual rating 0-7			|CO_334:0000026,first apical branch height measurement in cm			|CO_334:0000106,initial plant vigor assessment 1-5			|CO_334:0000220,initial vigor assessment 1-7			|CO_334:0000009,stem color visual scoring 1-4			|CO_334:0000062,Broken Stem,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0094_2812,3491156,TMS21F2231P0094,2812,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0001_2813,3495518,TMS21F2232P0001,2813,1,,1,,,,,,65.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0002_2814,3490890,TMS21F2232P0002,2814,1,,1,,,,,,62,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0003_2815,3494922,TMS21F2232P0003,2815,1,,1,,,,,,45.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0004_2816,3493649,TMS21F2232P0004,2816,1,,1,,,,,,51.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0005_2817,3494640,TMS21F2232P0005,2817,1,,1,,,,,,55,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0006_2818,3491397,TMS21F2232P0006,2818,1,,1,,,,,,60,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0007_2819,3494941,TMS21F2232P0007,2819,1,,1,,,,,,81.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0008_2820,3495927,TMS21F2232P0008,2820,1,,1,,,,,,66.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0009_2821,3491996,TMS21F2232P0009,2821,1,,1,,,,,,47.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0010_2822,3490902,TMS21F2232P0010,2822,1,,1,,,,,,53,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0011_2823,3496828,TMS21F2232P0011,2823,1,,1,,,,,,41.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0012_2824,3496635,TMS21F2232P0012,2824,1,,1,,,,,,91.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0013_2825,3495815,TMS21F2232P0013,2825,1,,1,,,,,,84.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0014_2826,3494818,TMS21F2232P0014,2826,1,,1,,,,,,80.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0015_2827,3492452,TMS21F2232P0015,2827,1,,1,,,,,,78.9,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0016_2828,3492327,TMS21F2232P0016,2828,1,,1,,,,,,65,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0017_2829,3492306,TMS21F2232P0017,2829,1,,1,,,,,,75,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0018_2830,3496743,TMS21F2232P0018,2830,1,,1,,,,,,81.1,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0019_2831,3495417,TMS21F2232P0019,2831,1,,1,,,,,,86,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0020_2832,3493356,TMS21F2232P0020,2832,1,,1,,,,,,107.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0021_2833,3490992,TMS21F2232P0021,2833,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0022_2834,3492140,TMS21F2232P0022,2834,1,,1,,,,,,64,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0023_2835,3496766,TMS21F2232P0023,2835,1,,1,,,,,,97.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0024_2836,3493198,TMS21F2232P0024,2836,1,,1,,,,,,83.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0025_2837,3491509,TMS21F2232P0025,2837,1,,1,,,,,,79.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0026_2838,3491946,TMS21F2232P0026,2838,1,,1,,,,,,50.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0027_2839,3493828,TMS21F2232P0027,2839,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0028_2840,3495527,TMS21F2232P0028,2840,1,,1,,,,,,80,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0029_2841,3491139,TMS21F2232P0029,2841,1,,1,,,,,,72.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0030_2842,3492999,TMS21F2232P0030,2842,1,,1,,,,,,67,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0031_2843,3496396,TMS21F2232P0031,2843,1,,1,,,,,,68.1,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0032_2844,3493107,TMS21F2232P0032,2844,1,,1,,,,,,87.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0033_2845,3492234,TMS21F2232P0033,2845,1,,1,,,,,,77,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0034_2846,3492885,TMS21F2232P0034,2846,1,,1,,,,,,82,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0035_2847,3496457,TMS21F2232P0035,2847,1,,1,,,,,,67,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0036_2848,3496792,TMS21F2232P0036,2848,1,,1,,,,,,85,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0037_2849,3493332,TMS21F2232P0037,2849,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0038_2850,3491351,TMS21F2232P0038,2850,1,,1,,,,,,92,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0039_2851,3492276,TMS21F2232P0039,2851,1,,1,,,,,,95,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0040_2852,3492949,TMS21F2232P0040,2852,1,,1,,,,,,80,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0041_2853,3495166,TMS21F2232P0041,2853,1,,1,,,,,,77,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0042_2854,3494086,TMS21F2232P0042,2854,1,,1,,,,,,82.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0043_2855,3495621,TMS21F2232P0043,2855,1,,1,,,,,,85.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0044_2856,3496518,TMS21F2232P0044,2856,1,,1,,,,,,107,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0045_2857,3492912,TMS21F2232P0045,2857,1,,1,,,,,,88.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0046_2858,3492457,TMS21F2232P0046,2858,1,,1,,,,,,102,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0047_2859,3491310,TMS21F2232P0047,2859,1,,1,,,,,,103,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0048_2860,3492296,TMS21F2232P0048,2860,1,,1,,,,,,111,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0049_2861,3491706,TMS21F2232P0049,2861,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0050_2862,3492852,TMS21F2232P0050,2862,1,,1,,,,,,119,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0051_2863,3494966,TMS21F2232P0051,2863,1,,1,,,,,,139.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0052_2864,3495579,TMS21F2232P0052,2864,1,,1,,,,,,106,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0053_2865,3495396,TMS21F2232P0053,2865,1,,1,,,,,,128,,,,,,,,FALSE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0054_2866,3495284,TMS21F2232P0054,2866,1,,1,,,,,,155,,,,,,,,FALSE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0055_2867,3492231,TMS21F2232P0055,2867,1,,1,,,,,,103,,,,,,,,FALSE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0056_2868,3491184,TMS21F2232P0056,2868,1,,1,,,,,,NA,,,,,,,,FALSE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0057_2869,3492499,TMS21F2232P0057,2869,1,,1,,,,,,118,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0058_2870,3495295,TMS21F2232P0058,2870,1,,1,,,,,,128,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0059_2871,3492943,TMS21F2232P0059,2871,1,,1,,,,,,135,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0060_2872,3496205,TMS21F2232P0060,2872,1,,1,,,,,,102.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0061_2873,3491713,TMS21F2232P0061,2873,1,,1,,,,,,91.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0062_2874,3491426,TMS21F2232P0062,2874,1,,1,,,,,,98.1,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0063_2875,3495159,TMS21F2232P0063,2875,1,,1,,,,,,111,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0064_2876,3494827,TMS21F2232P0064,2876,1,,1,,,,,,110.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0065_2877,3492473,TMS21F2232P0065,2877,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0066_2878,3492061,TMS21F2232P0066,2878,1,,1,,,,,,91.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0067_2879,3493726,TMS21F2232P0067,2879,1,,1,,,,,,103,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0068_2880,3492305,TMS21F2232P0068,2880,1,,1,,,,,,94,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0069_2881,3494978,TMS21F2232P0069,2881,1,,1,,,,,,79.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0070_2882,3493863,TMS21F2232P0070,2882,1,,1,,,,,,79.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0071_2883,3495728,TMS21F2232P0071,2883,1,,1,,,,,,88.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0072_2884,3495718,TMS21F2232P0072,2884,1,,1,,,,,,77.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0073_2885,3495401,TMS21F2232P0073,2885,1,,1,,,,,,45,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0074_2886,3495766,TMS21F2232P0074,2886,1,,1,,,,,,106,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0075_2887,3492872,TMS21F2232P0075,2887,1,,1,,,,,,58.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0076_2888,3496369,TMS21F2232P0076,2888,1,,1,,,,,,42,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0077_2889,3493212,TMS21F2232P0077,2889,1,,1,,,,,,94.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0078_2890,3491810,TMS21F2232P0078,2890,1,,1,,,,,,69,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0079_2891,3492519,TMS21F2232P0079,2891,1,,1,,,,,,96.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0080_2892,3494340,TMS21F2232P0080,2892,1,,1,,,,,,97,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0081_2893,3493391,TMS21F2232P0081,2893,1,,1,,,,,,115,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0082_2894,3496875,TMS21F2232P0082,2894,1,,1,,,,,,114.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0083_2895,3492581,TMS21F2232P0083,2895,1,,1,,,,,,116,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0084_2896,3494410,TMS21F2232P0084,2896,1,,1,,,,,,108,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0085_2897,3492856,TMS21F2232P0085,2897,1,,1,,,,,,114.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0086_2898,3496083,TMS21F2232P0086,2898,1,,1,,,,,,119.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0087_2899,3490917,TMS21F2232P0087,2899,1,,1,,,,,,108.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0088_2900,3495727,TMS21F2232P0088,2900,1,,1,,,,,,120,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0089_2901,3491386,TMS21F2232P0089,2901,1,,1,,,,,,113.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0090_2902,3492133,TMS21F2232P0090,2902,1,,1,,,,,,110,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0091_2903,3491924,TMS21F2232P0091,2903,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0092_2904,3496124,TMS21F2232P0092,2904,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0093_2905,3495345,TMS21F2232P0093,2905,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0094_2906,3491600,TMS21F2232P0094,2906,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0095_2907,3491004,TMS21F2232P0095,2907,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0096_2908,3495879,TMS21F2232P0096,2908,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0097_2909,3492953,TMS21F2232P0097,2909,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2232P0098_2910,3491164,TMS21F2232P0098,2910,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0001_2911,3491931,TMS21F2233P0001,2911,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0002_2912,3493939,TMS21F2233P0002,2912,1,,1,,,,,,91.8,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0003_2913,3492572,TMS21F2233P0003,2913,1,,1,,,,,,96.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0004_2914,3493819,TMS21F2233P0004,2914,1,,1,,,,,,110,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0005_2915,3494039,TMS21F2233P0005,2915,1,,1,,,,,,103.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0006_2916,3495254,TMS21F2233P0006,2916,1,,1,,,,,,124,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0007_2917,3495878,TMS21F2233P0007,2917,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0008_2918,3493834,TMS21F2233P0008,2918,1,,1,,,,,,119,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0009_2919,3492467,TMS21F2233P0009,2919,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0010_2920,3491659,TMS21F2233P0010,2920,1,,1,,,,,,116,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0011_2921,3492955,TMS21F2233P0011,2921,1,,1,,,,,,108,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0012_2922,3492166,TMS21F2233P0012,2922,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0013_2923,3493117,TMS21F2233P0013,2923,1,,1,,,,,,58.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0014_2924,3492334,TMS21F2233P0014,2924,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0015_2925,3492451,TMS21F2233P0015,2925,1,,1,,,,,,22,,,,,,,,TRUE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0016_2926,3494391,TMS21F2233P0016,2926,1,,1,,,,,,118,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0017_2927,3493883,TMS21F2233P0017,2927,1,,1,,,,,,63,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0018_2928,3491327,TMS21F2233P0018,2928,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0019_2929,3496434,TMS21F2233P0019,2929,1,,1,,,,,,67,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0020_2930,3496809,TMS21F2233P0020,2930,1,,1,,,,,,83,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0021_2931,3494218,TMS21F2233P0021,2931,1,,1,,,,,,107.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0022_2932,3492855,TMS21F2233P0022,2932,1,,1,,,,,,84.9,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0023_2933,3491114,TMS21F2233P0023,2933,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0024_2934,3491696,TMS21F2233P0024,2934,1,,1,,,,,,64,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0025_2935,3496301,TMS21F2233P0025,2935,1,,1,,,,,,70,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0026_2936,3492144,TMS21F2233P0026,2936,1,,1,,,,,,111,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0027_2937,3491796,TMS21F2233P0027,2937,1,,1,,,,,,79.9,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0028_2938,3491131,TMS21F2233P0028,2938,1,,1,,,,,,80,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0029_2939,3495160,TMS21F2233P0029,2939,1,,1,,,,,,76,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0030_2940,3491435,TMS21F2233P0030,2940,1,,1,,,,,,72,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0031_2941,3495008,TMS21F2233P0031,2941,1,,1,,,,,,102,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0032_2942,3494272,TMS21F2233P0032,2942,1,,1,,,,,,90.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0033_2943,3491564,TMS21F2233P0033,2943,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0034_2944,3495923,TMS21F2233P0034,2944,1,,1,,,,,,108,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0035_2945,3491308,TMS21F2233P0035,2945,1,,1,,,,,,110,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0036_2946,3491158,TMS21F2233P0036,2946,1,,1,,,,,,93.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0037_2947,3495847,TMS21F2233P0037,2947,1,,1,,,,,,92.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0038_2948,3492496,TMS21F2233P0038,2948,1,,1,,,,,,88,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0039_2949,3496076,TMS21F2233P0039,2949,1,,1,,,,,,76.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0040_2950,3496737,TMS21F2233P0040,2950,1,,1,,,,,,49,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0041_2951,3495089,TMS21F2233P0041,2951,1,,1,,,,,,91,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0042_2952,3495389,TMS21F2233P0042,2952,1,,1,,,,,,77.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0043_2953,3493795,TMS21F2233P0043,2953,1,,1,,,,,,46.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0044_2954,3492752,TMS21F2233P0044,2954,1,,1,,,,,,55.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0045_2955,3495331,TMS21F2233P0045,2955,1,,1,,,,,,45.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0046_2956,3496759,TMS21F2233P0046,2956,1,,1,,,,,,34,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0047_2957,3496039,TMS21F2233P0047,2957,1,,1,,,,,,48.1,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0048_2958,3495648,TMS21F2233P0048,2958,1,,1,,,,,,31,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0049_2959,3494964,TMS21F2233P0049,2959,1,,1,,,,,,35,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0050_2960,3490994,TMS21F2233P0050,2960,1,,1,,,,,,37.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0051_2961,3496749,TMS21F2233P0051,2961,1,,1,,,,,,35,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0052_2962,3496653,TMS21F2233P0052,2962,1,,1,,,,,,22,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0053_2963,3492582,TMS21F2233P0053,2963,1,,1,,,,,,38,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0054_2964,3495907,TMS21F2233P0054,2964,1,,1,,,,,,47,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0055_2965,3494563,TMS21F2233P0055,2965,1,,1,,,,,,51,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0056_2966,3491279,TMS21F2233P0056,2966,1,,1,,,,,,52,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0057_2967,3493759,TMS21F2233P0057,2967,1,,1,,,,,,31.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0058_2968,3492239,TMS21F2233P0058,2968,1,,1,,,,,,40.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0059_2969,3495831,TMS21F2233P0059,2969,1,,1,,,,,,45,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0060_2970,3493705,TMS21F2233P0060,2970,1,,1,,,,,,24.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0061_2971,3495888,TMS21F2233P0061,2971,1,,1,,,,,,46,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0062_2972,3492558,TMS21F2233P0062,2972,1,,1,,,,,,58,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0063_2973,3491803,TMS21F2233P0063,2973,1,,1,,,,,,35,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0064_2974,3491315,TMS21F2233P0064,2974,1,,1,,,,,,57.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0065_2975,3494210,TMS21F2233P0065,2975,1,,1,,,,,,87,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0066_2976,3494253,TMS21F2233P0066,2976,1,,1,,,,,,65.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0067_2977,3493691,TMS21F2233P0067,2977,1,,1,,,,,,57,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0068_2978,3494125,TMS21F2233P0068,2978,1,,1,,,,,,53.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0069_2979,3492971,TMS21F2233P0069,2979,1,,1,,,,,,55.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0070_2980,3494706,TMS21F2233P0070,2980,1,,1,,,,,,71,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0071_2981,3494135,TMS21F2233P0071,2981,1,,1,,,,,,42,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0072_2982,3492214,TMS21F2233P0072,2982,1,,1,,,,,,78,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0073_2983,3491168,TMS21F2233P0073,2983,1,,1,,,,,,32,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2233P0074_2984,3494026,TMS21F2233P0074,2984,1,,1,,,,,,87,,,,,,,,,,,,
